epoch;accuracy;ebops;loss;val_accuracy;val_loss
0;0.4693283140659332;180244;1.4894351959228516;0.5471084117889404;1.1141455173492432
1;0.6196581125259399;180244;1.215220332145691;0.6598193049430847;0.9709939956665039
2;0.6814714074134827;172564;1.1065438985824585;0.6999096274375916;0.884422242641449
3;0.7016264796257019;173204;1.0424994230270386;0.7075181007385254;0.8389871716499329
4;0.7075467109680176;173204;1.0127769708633423;0.7073554396629333;0.8311351537704468
5;0.7123915553092957;165536;0.9852852821350098;0.6823976039886475;0.8843154907226562
6;0.7129337191581726;165286;0.9814456701278687;0.7166746854782104;0.7973995804786682
7;0.7121686935424805;163478;0.9824023246765137;0.7128915786743164;0.8125552535057068
8;0.7137243747711182;162567;0.9776616096496582;0.7179698944091797;0.8025099039077759
9;0.7186701893806458;161891;0.9611783027648926;0.7191385626792908;0.7983014583587646
10;0.7195120453834534;161796;0.9648684859275818;0.721295177936554;0.7813592553138733
11;0.7225286364555359;160478;0.9549537897109985;0.7186867594718933;0.8136094808578491
12;0.7199954986572266;160369;0.9630464315414429;0.7225662469863892;0.7836831212043762
13;0.7247244119644165;160211;0.9421542882919312;0.718457818031311;0.8052782416343689
14;0.7264894843101501;159826;0.9397093653678894;0.7190120220184326;0.8016128540039062
15;0.7291551232337952;144905;0.9239467978477478;0.7236445546150208;0.7937437891960144
16;0.7275120615959167;144879;0.9263103604316711;0.7250120639801025;0.7895643711090088
17;0.7289563417434692;143757;0.9175172448158264;0.7342771291732788;0.7598786950111389
18;0.7315376400947571;143358;0.9147153496742249;0.7038313150405884;0.8182294964790344
19;0.7202469706535339;143012;0.9382555484771729;0.7217469811439514;0.7803850769996643
20;0.7330994009971619;142883;0.9030342698097229;0.7388795018196106;0.7464116811752319
21;0.7371837496757507;142948;0.8938816785812378;0.7406686544418335;0.740419328212738
22;0.7301054000854492;142027;0.9135302901268005;0.7383553981781006;0.7468299865722656
23;0.7406972646713257;141632;0.8856685161590576;0.7308012247085571;0.7775598168373108
24;0.7351626753807068;141655;0.8987051248550415;0.731198787689209;0.7664263844490051
25;0.7371792197227478;129400;0.8894492387771606;0.7316867709159851;0.7724255323410034
26;0.7397966980934143;128690;0.8727410435676575;0.7392891645431519;0.7363623976707458
27;0.7406972646713257;127132;0.8693583607673645;0.7411927580833435;0.7330119609832764
28;0.7428283095359802;126523;0.8623613715171814;0.7365602254867554;0.7450819611549377
29;0.7419834136962891;126338;0.8666089773178101;0.7429578304290771;0.7294008135795593
30;0.7417168617248535;125693;0.8616976737976074;0.7416867613792419;0.7343277931213379
31;0.7443644404411316;125352;0.8525487780570984;0.7416325211524963;0.737579345703125
32;0.7389246821403503;125120;0.8694266676902771;0.7421746850013733;0.7327780723571777
33;0.7417966723442078;124049;0.8595095276832581;0.7386385798454285;0.740971565246582
34;0.7425315976142883;124130;0.8553029894828796;0.7444277405738831;0.7240982055664062
35;0.7431927919387817;122974;0.8537919521331787;0.7434879541397095;0.7249657511711121
36;0.7437635660171509;115310;0.8465420603752136;0.7425662875175476;0.7356594204902649
37;0.7453599572181702;112286;0.8354114294052124;0.7436807155609131;0.7248908877372742
38;0.7443749904632568;111189;0.8364951014518738;0.7467409372329712;0.7211045622825623
39;0.7455421686172485;117187;0.8333888649940491;0.7412710785865784;0.7363819479942322
40;0.7426536083221436;119866;0.8499519228935242;0.7423554062843323;0.7254858016967773
41;0.747292160987854;119599;0.8352641463279724;0.7460180521011353;0.7217244505882263
42;0.7472274303436279;119138;0.8373465538024902;0.7474096417427063;0.7159201502799988
43;0.7458463907241821;118634;0.8398424386978149;0.7455241084098816;0.7186906337738037
44;0.7480767965316772;115595;0.8285766243934631;0.7478975653648376;0.713459312915802
45;0.7456144690513611;115001;0.8312335014343262;0.7411264777183533;0.7261341214179993
46;0.7462424635887146;115393;0.827976644039154;0.7477530241012573;0.7079969048500061
47;0.7477002739906311;114298;0.8242557644844055;0.7491747140884399;0.7058733105659485
48;0.7485647797584534;104418;0.8139608502388;0.7474638819694519;0.7099641561508179
49;0.7476099133491516;106925;0.8141840100288391;0.7457469701766968;0.7121487855911255
50;0.7479503154754639;107170;0.8156648874282837;0.7483252882957458;0.7036013007164001
51;0.747111439704895;106191;0.8184090852737427;0.7462289333343506;0.7088063955307007
52;0.7481250166893005;104006;0.8150418996810913;0.745469868183136;0.7143943905830383
53;0.749600887298584;103250;0.8084436058998108;0.743216872215271;0.7241711020469666
